chr,bp_mm10,megamuga,gigamuga
10,112345748,UNC18732695,UNC18732695
10,112399657,UNC18733572,UNC18733572
10,112447968,UNC18734213,UNC18734213
10,112455703,JAX00022431,JAX00022431
10,112522828,JAX00299091,JAX00299091
10,112524935,UNC18735485,UNC18735485
10,112617450,UNC18736726,UNC18736726
10,112647309,UNC18737210,UNC18737210
10,112753735,UNC18738548,UNC18738548
10,11278102,UNC17420178,UNC17420178
10,112807423,UNC18739134,UNC18739134
10,112835929,JAX00299130,JAX00299130
10,112859135,UNC18739738,UNC18739738
10,112900498,UNC18740338,UNC18740338
10,112947957,UNC18741010,UNC18741010
10,113012988,UNC18741685,UNC18741685
10,11309576,UNC17420461,UNC17420461
10,113115646,backupJAX00299162,backupJAX00299162
10,113152109,UNC18743604,UNC18743604
10,113210579,UNC18744359,UNC18744359
10,113252249,UNC18745083,UNC18745083
10,11327182,UNC17420806,UNC17420806
10,113284371,UNC18745499,UNC18745499
10,113336270,JAX00022497,JAX00022497
10,113348270,UNC18746398,UNC18746398
10,113402529,UNC18746921,UNC18746921
10,113452924,UNC18747720,UNC18747720
10,113504497,UNC18748411,UNC18748411
10,113597507,UNC18749558,UNC18749558
10,113660821,UNC18750788,UNC18750788
10,11369215,UNC17421538,UNC17421538
10,113694896,UNC18751384,UNC18751384
10,113757639,UNC18752360,UNC18752360
10,113777364,JAX00022529,JAX00022529
10,113803865,UNC18752941,UNC18752941
10,113857115,UNC18753598,UNC18753598
10,113858990,JAX00022535,JAX00022535
10,113901560,UNC18754141,UNC18754141
10,114008969,UNC18755565,UNC18755565
10,114064201,UNC18756231,UNC18756231
10,114109454,UNC18756761,UNC18756761
10,114153913,UNC18757535,UNC18757535
10,11417102,UNC17422269,UNC17422269
10,114189486,JAX00022559,JAX00022559
10,114211025,backupUNC100251964,backupUNC100251964
10,114249707,UNC18758494,UNC18758494
10,114307582,UNC18759376,UNC18759376
10,114341816,JAX00299296,JAX00299296
10,114361743,,UNCHS029414;UNCHS029415
10,114374948,JAX00022574,JAX00022574
10,114380405,UNC18760835,UNC18760835
10,114400000,JAX00299309,JAX00299309
10,114401218,JAX00299311,JAX00299311
10,114401473,UNC18761328,UNC18761328
10,114470539,UNC18762542,UNC18762542
10,114490491,UNC18762929,UNC18762929
10,114550291,UNC18763912,UNC18763912
10,114601879,UNC18764786,UNC18764786
10,114643281,UNC18765382,UNC18765382
10,114701853,UNC18766272,UNC18766272
10,114756436,JAX00299388,JAX00299388
10,114763949,UNC18767269,UNC18767269
10,114788509,JAX00299397,JAX00299397
10,114803923,UNC18767879,UNC18767879
10,11482365,UNC17423411,UNC17423411
10,114884989,UNC18768978,UNC18768978
10,114897878,UNC18769269,UNC18769269
10,114899877,JAX00299433,JAX00299433
10,114911312,JAX00299435,JAX00299435
10,114937697,JAX00022616,JAX00022616
10,114982682,UNC18770506,UNC18770506
10,115061475,UNC18771926,UNC18771926
10,115080681,UNC18772249,UNC18772249
10,115104315,UNC18772662,UNC18772662
10,11512526,UNC17423826,UNC17423826
10,115129355,UNC18772971,UNC18772971
10,115173489,UNC18773659,UNC18773659
10,115179201,JAX00022634,JAX00022634
10,115198457,UNC18774079,UNC18774079
10,115223721,JAX00299482,JAX00299482;JAX00299482r
10,115225693,UNC18774469,UNC18774469
10,115244046,UNC18774673,UNC18774673
10,115275480,UNC18775155,UNC18775155
10,115293005,UNC18775406,UNC18775406
10,115324243,UNC18775898,UNC18775898
10,115338028,UNC18776171,UNC18776171
10,115353273,UNC18776502,UNC18776502
10,115386869,UNC18776980,UNC18776980
10,115409259,UNC18777252,UNC18777252
10,115431663,UNC18777516,UNC18777516
10,115461902,UNC18777915,UNC18777915
10,115504755,UNC18778469,UNC18778469
10,115530894,UNC18778785,UNC18778785
10,115557288,UNC18779112,UNC18779112
10,115568851,UNC18779225,UNC18779225
10,115593152,UNC18779550,UNC18779550
10,11560904,UNC17424327,UNC17424327
10,115611543,UNC18779914,UNC18779914
10,115638538,UNC18780395,UNC18780395
10,115667920,UNC18780746,UNC18780746
10,115694730,UNC18781177,UNC18781177
10,115746103,UNC18781923,UNC18781923
10,115781166,UNC18782578,UNC18782578
10,115798168,UNC18782940,UNC18782940
10,115826348,UNC18783466,UNC18783466
10,115852251,JAX00022685,JAX00022685
10,115854620,UNC18783917,UNC18783917
10,115880839,UNC18784333,UNC18784333
10,115921456,UNC18785091,UNC18785091
10,115957724,UNC18785839,UNC18785839
10,115975355,UNC18786306,UNC18786306
10,11598228,UNC17424659,UNC17424659
10,116001369,UNC18786746,UNC18786746
10,116020917,UNC18787087,UNC18787087
10,116033496,JAX00299630,JAX00299630
10,116046359,UNC18787460,UNC18787460
10,116068337,UNC18787735,UNC18787735
10,116099803,JAX00299641,JAX00299641;JAX00299641r
10,116112271,UNC18788324,UNC18788324
10,116138138,UNC18788603,UNC18788603
10,116183790,UNC18789348,UNC18789348
10,116194749,JAX00299656,JAX00299656
10,116205915,UNC18789726,UNC18789726
10,116221475,UNC18789919,UNC18789919
10,116227566,JAX00022713,JAX00022713
10,116255189,JAX00022716,JAX00022716
10,116277753,UNC18790786,UNC18790786
10,116300331,UNC18791150,UNC18791150
10,116325052,UNC18791527,UNC18791527
10,116335331,JAX00022721,JAX00022721
10,11634373,UNC17424909,UNC17424909
10,116349159,UNC18791880,UNC18791880
10,116397191,UNC18792779,UNC18792779
10,116411288,JAX00022726,JAX00022726
10,116424741,UNC18793251,UNC18793251
10,116442790,UNC18793529,UNC18793529
10,116464470,UNC18793786,UNC18793786;UNCHS029450
10,116488664,UNC18793997,UNC18793997
10,116513207,UNC18794182,UNC18794182
10,116514728,JAX00299699,JAX00299699
10,116556842,UNC18794644,UNC18794644
10,116580753,UNC18794821,UNC18794821
10,116585612,JAX00299705,JAX00299705
10,116605701,UNC18795141,UNC18795141
10,116640226,UNC100129834,UNC100129834
10,116654570,UNC18795842,UNC18795842
10,116676881,UNC18796194,UNC18796194
10,116702711,UNC18796530,UNC18796530
10,116724068,UNC18796804,UNC18796804
10,116736843,UNC18796939,UNC18796939
10,116774983,UNC18797298,UNC18797298
10,116794991,UNC18797551,UNC18797551
10,116807584,UNC18797676,UNC18797676
10,116823554,JAX00299733,JAX00299733
10,116835608,UNC18798058,UNC18798058
10,11685905,UNC17425343,UNC17425343
10,116864734,UNC18798431,UNC18798431
10,116889785,UNC18798732,UNC18798732
10,116909366,UNC18799015,UNC18799015
10,116934012,UNC18799524,UNC18799524
10,116959044,UNC18799869,UNC18799869
10,116988398,JAX00299767,JAX00299767
10,116991432,UNC18800464,UNC18800464
10,117029930,UNC18801203,UNC18801203
10,117030950,JAX00299779,JAX00299779
10,117057410,UNC18801588,UNC18801588
10,117107570,backupJAX00299792,backupJAX00299792
10,117121408,UNC18802064,UNC18802064
10,117147781,UNC18802191,UNC18802191
10,11714835,UNC17425535,UNC17425535
10,117169504,UNC18802464,UNC18802464
10,117179569,JAX00299801,JAX00299801
10,117193590,UNC18802824,UNC18802824
10,117217034,UNC18803208,UNC18803208
10,117240001,UNC18803467,UNC18803467
10,117269500,UNC18803559,UNC18803559
10,117298114,UNC18804031,UNC18804031
10,117300718,UNC18804063,UNC18804063
10,117332391,UNC18804559,UNC18804559
10,117340611,JAX00022797,JAX00022797
10,117366312,UNC18804972,UNC18804972
10,117368530,JAX00299828,JAX00299828
10,117376300,UNC18805053,UNC18805053
10,117421900,UNC18805987,UNC18805987
10,117459253,UNC18806716,UNC18806716
10,117459963,JAX00299852,JAX00299852
10,117466317,UNC18806849,UNC18806849
10,117496335,UNC18807186,UNC18807186
10,117509289,JAX00299857,JAX00299857
10,117519699,UNC18807610,UNC18807610
10,117548233,UNC18808038,UNC18808038
10,117551590,JAX00299866,JAX00299866
10,117570560,UNC100254842,UNC100254842
10,11760724,UNC17426140,UNC17426140
10,117616342,UNC18809168,UNC18809168
10,117638687,UNC18809353,UNC18809353
10,117663371,UNC18809602,UNC18809602
10,117683538,UNC18809768,UNC18809768
10,117698186,JAX00022823,JAX00022823
10,117710284,UNC18809914,UNC18809914
10,117780841,UNC18810524,UNC18810524
10,117781239,JAX00022829,JAX00022829
10,117801088,UNC18810687,UNC18810687
10,117828239,UNC18810938,UNC18810938
10,117841975,UNC18810987,UNC18810987
10,11785966,UNC17426465,UNC17426465
10,117870113,UNC18811233,UNC18811233
10,117895558,UNC18811537,UNC18811537
10,117934616,UNC18812015,UNC18812015
10,117963010,JAX00299917,JAX00299917
10,117967113,JAX00299922,JAX00299922
10,117973459,UNC18812646,UNC18812646
10,117989242,JAX00299930,JAX00299930
10,117994279,UNC18812962,UNC18812962
10,118008232,UNC18813119,UNC18813119
10,118038367,UNC18813549,UNC18813549
10,118061015,UNC18814041,UNC18814041
10,118111643,UNC18815155,UNC18815155
10,118125487,JAX00299966,JAX00299966
10,118126866,UNC18815418,UNC18815418
10,118151910,UNC18816027,UNC18816027
10,118169703,UNC18816365,UNC18816365
10,118193953,UNC18816794,UNC18816794
10,118250261,UNC18817080,UNC18817080
10,118286670,UNC18817138,UNC18817138
10,118311497,UNC18817362,UNC18817362
10,118366140,UNC18817535,UNC18817535
10,118378631,JAX00300027,JAX00300027
10,11839722,UNC17427216,UNC17427216
10,118402442,UNC18818141,UNC18818141
10,118415822,UNC18818288,UNC18818288
10,11841956,UNC17427279,UNC17427279
10,118419826,JAX00022875,JAX00022875
10,118434120,UNC18818409,UNC18818409
10,118455323,UNC18818625,UNC18818625
10,118461947,JAX00022877,JAX00022877
10,118476371,UNC18818892,UNC18818892
10,118486480,UNC18819051,UNC18819051
10,118502669,UNC18819210,UNC18819210
10,118516800,UNC18819428,UNC18819428
10,118519687,JAX00022883,JAX00022883
10,118541172,UNC18820013,UNC18820013
10,118556775,UNC18820326,UNC18820326
10,118568106,UNC18820553,UNC18820553
10,118591750,UNC18820976,UNC18820976
10,118617385,UNC18821496,UNC18821496
10,118630889,JAX00300068,JAX00300068
10,118643532,UNC18821923,UNC18821923
10,118657921,UNC18822234,UNC18822234
10,118675807,UNC18822677,UNC18822677
10,118697278,UNC18823056,UNC18823056
10,118704561,UNC18823210,UNC18823210
10,118726771,UNC18823631,UNC18823631
10,118742479,JAX00300086,JAX00300086
10,11874465,JAX00194630,JAX00194630
10,118765991,UNC18824376,UNC18824376
10,118767046,JAX00022901,JAX00022901
10,118782818,UNC18824666,UNC18824666
10,118798228,UNC18824982,UNC18824982
10,118835292,UNC18825747,UNC18825747
10,118844491,UNC18825934,UNC18825934
10,118865562,UNC18826232,UNC18826232
10,118882850,UNC18826405,UNC18826405
10,118891726,UNC18826532,UNC18826532
10,118908080,JAX00300124,JAX00300124
10,11891191,UNC17427774,UNC17427774
10,118919060,UNC18826910,UNC18826910
10,118929286,UNC18827115,UNC18827115
10,118949168,UNC18827289,UNC18827289
10,118968000,UNC18827521,UNC18827521
10,118987968,JAX00300140,JAX00300140;JAX00300140r
10,119000641,UNC18828277,UNC18828277
10,119033855,UNC18828940,UNC18828940
10,119049850,JAX00300163,JAX00300163
10,119058001,UNC18829438,UNC18829438
10,119058790,JAX00300169,JAX00300169
10,119069727,UNC18829679,UNC18829679
10,119089014,UNC18829987,UNC18829987
10,119127123,UNC18830534,UNC18830534
10,119140552,UNC18830783,UNC18830783
10,119141837,JAX00022929,JAX00022929
10,119164573,UNC18831162,UNC18831162
10,119183850,UNC18831408,UNC18831408
10,119207057,UNC18831623,UNC18831623
10,11921714,,JAX00282880;JAX00282880q
10,119221105,UNC18831703,UNC18831703
10,119241605,UNC18831817,UNC18831817
10,119262038,UNC18831913,UNC18831913
10,119277597,UNC18832102,UNC18832102
10,119296122,UNC18832238,UNC18832238
10,11929784,UNC17428367,UNC17428367
10,119302735,,JAX00300203;JAX00300203q
10,119309732,UNC18832356,UNC18832356
10,119327598,UNC18832466,UNC18832466
10,119342234,UNC18832639,UNC18832639
10,119363034,JAX00022947,JAX00022947
10,119387770,UNC18833271,UNC18833271
10,11940366,JAX00282885,JAX00282885
10,119405130,UNC18833582,UNC18833582
10,119421171,UNC18833832,UNC18833832
10,119439950,UNC18834101,UNC18834101
10,119450021,JAX00300221,JAX00300221
10,119468375,UNC18834469,UNC18834469
10,119476609,UNC18834588,UNC18834588
10,119496117,UNC18834889,UNC18834889
10,119517600,UNC18835319,UNC18835319
10,119530656,JAX00022957,JAX00022957
10,119535626,UNC18835509,UNC18835509
10,119552293,UNC18835853,UNC18835853
10,119574590,JAX00022960,JAX00022960
10,119583340,UNC18836490,UNC18836490
10,119612625,UNC18837179,UNC18837179
10,11962501,UNC17428823,UNC17428823
10,119632264,UNC18837573,UNC18837573
10,119646034,UNC18837814,UNC18837814
10,119674100,UNC18838329,UNC18838329
10,119695984,UNC18838853,UNC18838853
10,119719043,UNC18839122,UNC18839122
10,119724115,JAX00300302,JAX00300302
10,119730479,JAX00022973,JAX00022973
10,119732369,UNC18839278,UNC18839278
10,119751228,UNC18839632,UNC18839632
10,119778418,UNC18840024,UNC18840024
10,119789398,UNC18840205,UNC18840205
10,119824379,UNC18841003,UNC18841003
10,119839280,UNC18841267,UNC18841267
10,119848925,UNC18841396,UNC18841396
10,119866550,UNC18841703,UNC18841703
10,119883847,UNC18842134,UNC18842134
10,119899337,JAX00022986,JAX00022986
10,119903525,JAX00300348,JAX00300348
10,119919068,UNC18842863,UNC18842863
10,119938711,UNC18843253,UNC18843253
10,119942009,JAX00022989,JAX00022989
10,119952590,UNC18843500,UNC18843500
10,119970925,UNC18843813,UNC18843813
10,119995008,UNC18844159,UNC18844159
10,120012067,UNC18844462,UNC18844462
10,120024109,UNC18844677,UNC18844677
10,120042696,UNC18844904,UNC18844904
10,120059237,JAX00300374,JAX00300374
10,12007084,UNC17429381,JAX00282896;UNC17429381
10,120080572,UNC18845597,UNC18845597
10,120103587,UNC18845934,UNC18845934
10,120121451,UNC18846270,UNC18846270
10,120124055,UNC18846314,UNC18846314
10,120142306,UNC18846614,UNC18846614
10,120167739,UNC18847088,UNC18847088
10,120189657,JAX00300388,JAX00300388
10,120189745,UNC18847432,UNC18847432
10,120196978,JAX00300390,JAX00300390
10,120218486,UNC18847910,UNC18847910
10,120228607,UNC18848064,UNC18848064
10,120250791,UNC18848397,UNC18848397
10,120261483,UNC18848583,UNC18848583
10,120283947,UNC18848857,UNC18848857
10,120293704,UNC18849001,UNC18849001
10,120317386,UNC18849294,UNC18849294
10,120336568,UNC18849563,UNC18849563
10,12034237,UNC17429712,UNC17429712
10,120355701,UNC18849767,UNC18849767
10,120372592,UNC18849961,UNC18849961
10,120387493,UNC18850087,UNC18850087
10,120404876,UNC18850253,UNC18850253
10,120419445,UNC18850403,UNC18850403
10,120437947,UNC18850615,UNC18850615
10,120455920,UNC18850839,UNC18850839
10,120472996,UNC18851013,UNC18851013
10,120491161,UNC18851167,UNC18851167
10,120499041,JAX00023031,JAX00023031
10,120509964,UNC18851407,UNC18851407
10,120518650,UNC18851536,UNC18851536
10,120521453,JAX00300442,JAX00300442
10,120528396,JAX00023032,JAX00023032
10,120541354,UNC18851955,UNC18851955
10,120558820,UNC18852116,UNC18852116
10,120573592,UNC18852308,UNC18852308
10,120588113,UNC18852556,UNC18852556
10,120588297,,JAX00300456;JAX00300456q
10,120592954,JAX00300457,JAX00300457
10,120601377,UNC18852723,UNC18852723
10,120608157,UNC18852797,UNC18852797
10,120609981,JAX00023038,JAX00023038
10,120612317,UNC18852844,UNC18852844;UNCHS029495
10,120621715,UNC18852975,UNC18852975
10,120628357,UNC18853078,UNC18853078
10,120635037,UNC18853147,UNC18853147
10,120640172,UNC18853237,UNC18853237
10,120648013,UNC18853349,UNC18853349
10,120668179,UNC18853555,UNC18853555
10,120675226,UNC18853599,UNC18853599
10,120681262,UNC18853680,UNC18853680
10,120689497,UNC18853835,UNC18853835
10,120694731,UNC18853916,UNC18853916
10,120698298,JAX00023045,JAX00023045
10,120698371,JAX00023046,JAX00023046
10,120703834,UNC18854101,UNC18854101
10,120706978,UNC18854132,UNC18854132
10,120711944,UNC18854187,UNC18854187
10,120722199,UNC18854298,UNC18854298
10,120726700,UNC18854353,UNC18854353
10,120735372,UNC18854499,UNC18854499
10,120748054,UNC18854705,UNC18854705
10,120753611,UNC18854748,UNC18854748
10,120763213,UNC18854898,UNC18854898
10,120767026,UNC18854941,UNC18854941
10,120775025,UNC18854996,UNC18854996
10,120776801,JAX00023051,JAX00023051
10,120780906,UNC18855055,UNC18855055
10,120785522,UNC18855121,UNC18855121
10,120793441,UNC18855219,UNC18855219
10,120809702,UNC18855427,UNC18855427
10,120813956,UNC18855482,UNC18855482
10,120819796,UNC18855564,UNC18855564
10,120828771,UNC18855720,UNC18855720
10,120832764,UNC18855777,UNC18855777;UNCHS029497
10,120838848,UNC18855865,UNC18855865
10,120844430,JAX00300485,JAX00300485
10,120848662,UNC18856003,UNC18856003
10,120852352,UNC18856045,UNC18856045
10,120861880,UNC18856166,UNC18856166
10,120864964,JAX00300487,JAX00300487
10,120865492,JAX00300488,JAX00300488
10,120866725,UNC18856232,UNC18856232
10,120867060,JAX00300490,JAX00300490
10,120875852,UNC18856339,UNC18856339
10,120878539,UNC18856375,UNC18856375
10,120890322,UNC18856539,UNC18856539
10,120893928,UNC18856629,UNC18856629
10,120897751,UNC18856683,UNC18856683
10,120898839,UNC18856697,UNC18856697
10,120900911,UNC18856723,UNC18856723
10,120901802,UNC18856732,UNC18856732
10,120902942,UNC18856748,UNC18856748
10,120903985,UNC18856763,UNC18856763
10,120904825,UNC18856775,UNC18856775
10,120905362,UNC18856784,UNC18856784
10,120906473,UNC18856790,UNC18856790
10,120907304,UNC18856800,UNC18856800
10,120908205,UNC18856821,UNC18856821
10,120909754,UNC18856855,UNC18856855
10,120910395,UNC18856865,UNC18856865
10,12091154,UNC17430523,UNC17430523
10,120911596,UNC18856871,UNC18856871
10,120912467,UNC18856883,UNC18856883
10,120913549,UNC18856894,UNC18856894
10,120914011,UNC18856903,UNC18856903
10,120915308,UNC18856929,UNC18856929
10,120916126,UNC18856953,UNC18856953
10,120917438,UNC18856984,UNC18856984
10,120920534,,JAX00023062;UNC18857016
10,12092165,JAX00014976,JAX00014976
10,120960841,JAX00300498,JAX00300498
10,120971347,UNC18857464,UNC18857464
10,121012259,UNC18857901,UNC18857901
10,121040750,UNC18858283,UNC18858283
10,121078165,UNC18858785,UNC18858785
10,121151925,UNC18859857,UNC18859857
10,121178420,JAX00300529,JAX00300529
10,12119482,UNC17431065,UNC17431065
10,121229924,JAX00300550,JAX00300550
10,121230012,UNC18861122,UNC18861122
10,121261400,UNC18861716,UNC18861716
10,121262979,JAX00300565,JAX00300565
10,121287384,UNC18862391,UNC18862391
10,121328184,UNC18863135,UNC18863135
10,121331038,JAX00300575,JAX00300575
10,121384289,UNC18863966,UNC18863966
10,121404231,UNC18864438,UNC18864438
10,121505594,UNC18866273,UNC18866273
10,121548210,UNC18866993,UNC18866993
10,121582717,JAX00300629,JAX00300629
10,121639039,UNC18868180,UNC18868180
10,121660394,UNC18868589,UNC18868589
10,121667433,JAX00300643,JAX00300643
10,121681535,UNC18869011,UNC18869011
10,121716763,UNC18869327,UNC18869327
10,121772921,UNC18870170,UNC18870170
10,121789356,UNC18870436,UNC18870436
10,121801900,JAX00300676,JAX00300676
10,121874880,UNC18872003,UNC18872003
10,121918372,JAX00300707,JAX00300707
10,121950301,UNC18873204,UNC18873204
10,121985954,UNC18873848,UNC18873848
10,122018801,UNC18874501,UNC18874501
10,122037822,JAX00300733,JAX00300733
10,122051441,UNC18875120,UNC18875120
10,12208851,JAX00014984,JAX00014984
10,122096960,UNC18875602,UNC18875602
10,122125305,JAX00300748,JAX00300748
10,122130003,UNC18876130,UNC18876130
10,122184706,UNC18877021,UNC18877021
10,12220966,UNC17432130,UNC17432130
10,122226377,UNC18877876,UNC18877876
10,122246373,JAX00023161,JAX00023161
10,122285423,UNC18878926,UNC18878926
10,122293373,UNC18879067,UNC18879067
10,122346045,UNC18880003,UNC18880003
10,122388044,UNC18880633,UNC18880633
10,122415789,UNC18880990,UNC18880990
10,122436472,UNC18881244,UNC18881244
10,122498158,UNC18882360,UNC18882360
10,122522424,UNC18882727,UNC18882727
10,122598340,UNC18884375,UNC18884375
10,122603782,,JAX00300878;JAX00300878q
10,122655683,UNC18885493,UNC18885493
10,122701160,UNC18886386,UNC18886386
10,122781253,UNC18887875,UNC18887875
10,122806694,JAX00300961,JAX00300961
10,12281367,UNC17432746,UNC17432746
10,122815026,UNC18888625,UNC18888625
10,122845045,UNC18889088,UNC18889088
10,122873176,JAX00300990,JAX00300990
10,122884112,UNC18889903,UNC18889903
10,12289392,JAX00014989,JAX00014989
10,122958394,UNC18890997,UNC18890997
10,12300621,UNC17432981,UNC17432981
10,123023172,UNC18891985,UNC18891985
10,123054949,UNC18892353,UNC18892353
10,123062433,JAX00301038,JAX00301038
10,123095562,UNC18892945,UNC18892945
10,123132677,UNC18893402,UNC18893402
10,123170277,JAX00301069,JAX00301069;JAX00301069r
10,123205218,UNC18894265,UNC18894265
10,123234668,UNC18894943,UNC18894943
10,123285909,UNC18895806,UNC18895806
10,123296434,JAX00301112,JAX00301112
10,123326064,UNC18896376,UNC18896376
10,123384349,JAX00301133,JAX00301133
10,123432504,UNC18898072,UNC18898072
10,123441295,JAX00301157,JAX00301157
10,123456871,UNC18898421,UNC18898421
10,12347187,UNC17433685,UNC17433685
10,123487917,UNC18898917,UNC18898917
10,123537670,UNC18899775,UNC18899775
10,123583438,JAX00301197,JAX00301197
